SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
531911,GALAXY AGRIC,XT,Q,35.25,35.25,35.25,35.25,35.25,35.25,1,2,70.00,
531917,TWINSTAR SOF,X ,Q,2.23,2.23,2.03,2.04,2.23,2.13,4,420,857.00,
531921,AGAR IND COR,T ,Q,353.00,353.00,335.00,348.00,348.00,342.05,3,1360,478230.00,
531923,DHAMPURE SGR,X ,Q,13.70,13.70,13.00,13.65,13.65,13.70,5,1729,23214.00,
531925,SHANTANU SHE,ST,Q,3.72,3.72,3.72,3.72,3.72,3.91,2,401,1491.00,
531934,SUPREME TEX ,T ,Q,1.27,1.27,1.27,1.27,1.27,1.33,37,40236,51099.00,
531950,VERTEX SEC. ,X ,Q,2.37,2.45,2.32,2.35,2.35,2.41,10,3337,7813.00,
531952,RIBA TEXTILS,X ,Q,93.00,98.65,90.00,92.65,92.65,93.05,90,114655,10658348.00,
531977,CHARTERLOGIS,X ,Q,15.55,15.95,15.20,15.85,15.90,15.40,187,42848,671629.00,
531978,AMBIKA COTTO,B ,Q,1310.00,1310.00,1291.10,1306.20,1298.40,1300.00,39,325,424102.00,
531979,HIND ALUMIN ,X ,Q,105.60,116.00,102.00,112.95,112.95,102.75,270,14377,1582740.00,
531996,ODYSSEY CORP,ST,Q,1.35,1.35,1.35,1.35,1.35,1.35,1,50,67.00,
532015,GRAVITY (I) ,XT,Q,3.02,3.02,3.02,3.02,3.02,3.00,1,187,564.00,
532022,FILAT FASH  ,X ,Q,2.89,2.90,2.89,2.90,2.90,2.89,5,4500,13030.00,
532033,JAIN STUDIOS,T ,Q,3.26,3.30,3.01,3.15,3.07,3.15,11,4031,12963.00,
532035,UNISTAR MULT,X ,Q,2.65,2.65,2.65,2.65,2.65,2.70,2,1040,2756.00,
532038,EMMSONS INT.,Z ,Q,3.46,3.46,3.46,3.46,3.46,3.30,1,1000,3460.00,
532039,ZENOTECH    ,X ,Q,42.45,42.45,40.50,42.30,42.40,42.20,43,14598,605787.00,
532041,HINDUSTN BIO,XT,Q,0.70,0.70,0.70,0.70,0.70,0.70,1,4500,3150.00,
532051,SWELECT     ,B ,Q,390.30,400.00,379.00,398.95,397.25,380.05,53,719,281880.00,
532053,WALLFORT FIN,X ,Q,115.00,118.95,114.50,115.45,115.45,115.00,52,4587,530632.00,
532054,KDDL LTD    ,B ,Q,389.00,407.65,387.00,407.65,407.65,388.25,41,2647,1060962.00,
532067,KILPEST (I) ,XT,Q,140.90,140.90,130.10,136.00,140.00,134.30,53,7015,956716.00,
532070,SUPERB PAPER,X ,Q,29.80,29.80,29.80,29.80,29.80,30.25,1,200,5960.00,
532072,INTER DIGI  ,X ,Q,0.15,0.15,0.15,0.15,0.15,0.15,3,10501,1575.00,
532081,KSERASERA   ,T ,Q,0.20,0.21,0.19,0.21,0.21,0.20,49,750751,152891.00,
532090,VANDANA     ,XT,Q,0.20,0.20,0.19,0.19,0.19,0.20,5,9400,1813.00,
532097,MUKAND ENGG.,B ,Q,37.00,39.00,37.00,38.95,39.00,38.30,162,24879,950498.00,
532100,INDO-CITY IN,XT,Q,4.54,4.54,4.54,4.54,4.54,4.63,3,470,2133.00,
532114,AREALTY     ,X ,Q,1.94,1.94,1.77,1.77,1.77,1.86,4,1416,2509.00,
532121,DENA BANK   ,A ,Q,19.20,19.75,19.10,19.50,19.50,19.05,588,216109,4193018.00,
532123,BSE  INFRA  ,B ,Q,3.95,3.95,3.84,3.95,3.95,3.77,24,32500,126758.00,
532124,RELIAB VEN  ,X ,Q,15.80,15.80,15.80,15.80,15.80,16.00,7,1606,25374.00,
532129,HEXAWARE TEC,A ,Q,410.00,420.00,404.45,415.60,415.60,413.70,2892,175848,72599360.00,
532134,BANKBARODA  ,A ,Q,144.80,148.15,143.80,145.25,145.25,142.00,4514,1011301,147436695.00,
532141,ANDHRA CEMEN,T ,Q,10.60,10.60,10.60,10.60,10.60,10.10,20,11457,121444.00,
532143,SKM EGG PROD,B ,Q,87.05,89.85,86.75,88.25,88.05,86.80,134,10262,906678.00,
532144,WELCORP     ,A ,Q,135.25,140.00,133.75,139.45,139.45,135.70,929,69380,9453837.00,
532145,H.S.(I) LTD.,X ,Q,9.53,9.53,9.53,9.53,9.53,10.50,1,1,9.00,
532149,BNK OF INDIA,A ,Q,106.05,109.65,105.50,107.75,107.75,104.50,3469,828882,89247525.00,
532150,INDRAPRAST  ,B ,Q,49.50,50.00,49.20,49.70,49.70,49.35,107,9493,471673.00,
532155,GAIL (I) LTD,A ,Q,325.25,332.95,322.30,329.40,330.00,325.25,2633,80851,26419920.00,
532156,VAIBHAVGBL  ,B ,Q,709.95,720.70,689.95,704.45,710.00,689.85,181,1402,978911.00,
532160,GUJ.STAT.FIN,P ,Q,2.49,2.62,2.49,2.62,2.62,2.62,8,1800,4521.00,
532162,JK PAPER    ,B ,Q,140.35,143.60,140.00,142.20,142.00,140.50,589,43526,6177917.00,
532163,SAREGAMA (I),B ,Q,675.00,729.40,666.75,720.15,720.15,686.05,2013,61944,44183123.00,
532172,SPHEREGSL   ,B ,Q,31.50,33.35,30.40,31.25,33.35,30.90,40,35462,1107867.00,
532173,CYBERTECH   ,B ,Q,62.50,66.00,62.50,65.20,65.05,63.80,92,7442,476221.00,
532174,ICICI BANK  ,A ,Q,260.50,271.05,260.05,269.60,269.60,261.90,10740,1493045,397168806.00,
532175,CYIENT      ,A ,Q,690.00,690.00,672.00,679.60,679.60,686.25,455,7766,5278929.00,
532178,ENGINRS.(I) ,A ,Q,161.25,164.25,160.40,163.85,163.85,161.20,1089,167912,27248260.00,
532179,CORPN.BANK  ,A ,Q,31.30,32.05,31.00,31.40,31.40,30.90,190,41522,1311230.00,
532180,DHANALAK.BNK,B ,Q,22.30,23.00,22.00,22.80,22.95,22.20,167,38730,877087.00,
532181,GUJ.MINERAL ,A ,Q,130.00,132.85,128.70,131.50,131.50,130.35,345,18167,2369086.00,
532183,GAYATRI SUGR,X ,Q,10.40,10.50,9.95,10.00,10.20,10.13,157,189875,1948000.00,
532187,INDUSIND BNK,A ,Q,1800.10,1840.75,1800.10,1829.90,1829.60,1805.70,1416,25625,46823355.00,
532189,INDIA TOURIS,B ,Q,454.00,473.50,453.90,459.15,459.15,455.60,724,15109,7009535.00,
532209,J & K BANK  ,A ,Q,59.55,59.70,57.60,57.95,57.90,59.40,444,34977,2033506.00,
532210,CITY UNION  ,A ,Q,172.85,180.00,172.10,178.15,175.50,174.70,222,7818,1383934.00,
532212,ARCHIES LTD ,B ,Q,33.90,34.60,32.95,33.80,33.80,34.05,397,73237,2469874.00,
532215,AXIS BANK   ,A ,Q,493.10,505.65,493.10,503.30,503.30,498.20,4463,358118,179163112.00,
532218,SOUTH IND.BK,A ,Q,23.70,24.30,23.45,24.20,24.20,23.45,773,578481,13871650.00,
532219,ENERGY DEV. ,B ,Q,19.30,19.60,19.10,19.60,19.60,18.70,35,6159,120296.00,
532221,SONATA SOFT.,B ,Q,311.15,322.25,311.15,320.15,320.15,316.00,567,30060,9546937.00,
532230,BENGAL TEA &,X ,Q,52.10,54.70,50.05,54.70,54.70,52.10,9,385,20219.00,
532234,NAT.ALUM    ,A ,Q,66.85,68.70,66.65,68.10,68.10,67.30,1890,837636,56741988.00,
532240,INDIA NIPPON,B ,Q,472.10,485.00,470.00,483.20,484.95,478.70,112,1328,635519.00,
532254,POLARIS     ,A ,Q,470.70,472.00,468.50,472.00,472.00,471.30,34,875,410371.00,
532256,NALWA SONS  ,B ,Q,1254.00,1254.00,1232.40,1233.70,1233.70,1190.25,4,31,38232.00,
532259,APAR INDUS. ,B ,Q,759.15,759.15,745.05,746.05,745.05,748.60,26,322,241514.00,
532268,ACCELYA     ,B ,Q,1350.65,1364.05,1350.65,1355.65,1363.15,1359.90,68,529,718375.00,
532271,CYBERMATE   ,X ,Q,2.93,2.93,2.68,2.69,2.69,2.75,55,43302,120013.00,
532275,LANDMARC LEI,XT,Q,0.54,0.54,0.52,0.52,0.52,0.54,3,2600,1354.00,
532276,SYNDICATE BN,A ,Q,58.20,58.90,57.00,57.90,57.90,56.35,1678,470487,27248443.00,
532281,HCL TECHNO  ,A ,Q,979.00,985.05,964.20,968.35,968.35,979.60,968,27404,26661780.00,
532282,CASTEXTECH  ,T ,Q,3.78,3.86,3.63,3.86,3.86,3.68,81,104555,396362.00,
532284,TCFC FINANCE,X ,Q,32.00,33.00,32.00,32.85,32.85,32.15,3,139,4520.00,
532285,GEOJITFSL   ,B ,Q,93.00,93.85,93.00,93.70,93.80,92.45,58,6640,621605.00,
532286,JINDAL STE  ,A ,Q,223.00,231.15,222.30,229.65,229.65,225.00,3116,567715,128933574.00,
532290,BLB LTD.    ,B ,Q,5.68,5.68,5.16,5.50,5.50,5.41,33,12038,66290.00,
532296,GLENMARK PHA,A ,Q,548.00,554.00,542.05,550.15,550.15,546.30,933,24380,13358229.00,
532300,WOCKHARDT   ,A ,Q,748.00,780.00,741.00,777.65,777.65,748.70,3780,162282,124981089.00,
532301,TATA COFFEE ,B ,Q,121.75,123.00,119.80,122.35,122.35,121.55,1267,138365,16835195.00,
532305,IND-SWIFT LA,B ,Q,58.95,59.80,58.95,59.65,59.65,59.10,6,1498,89355.00,
532309,GEPIL       ,B ,Q,961.95,961.95,920.10,933.20,932.05,963.30,77,2642,2477676.00,
532310,SHREE RAMA  ,B ,Q,11.12,12.14,11.12,11.74,11.87,11.67,30,9008,104093.00,
532313,MAHINDRALIFE,A ,Q,460.00,460.00,446.10,448.80,449.00,458.20,118,2123,959979.00,
532318,GEMINI COMMU,T ,Q,1.00,1.05,0.95,1.05,1.05,1.00,6,2584,2582.00,
532321,CADILA HEALT,A ,Q,382.55,396.00,382.50,393.50,393.50,384.70,1519,81064,31722776.00,
532323,SHIVA CEMENT,X ,Q,26.80,27.35,26.50,27.35,27.35,26.05,228,102555,2791809.00,
532324,CINEVISTA   ,B ,Q,8.26,8.26,8.26,8.26,8.26,8.50,1,13,107.00,
532326,INTENS TECH ,B ,Q,87.70,87.90,86.00,87.60,87.90,85.30,59,13147,1141905.00,
532329,DANLAW TECH.,X ,Q,70.55,73.80,68.50,71.20,70.10,72.00,20,1875,132332.00,
532330,BIOPAC INDIA,XT,Q,21.90,21.90,21.90,21.90,21.90,20.90,7,1030,22557.00,
532331,AJANTA PHARM,A ,Q,1410.45,1421.85,1384.35,1401.50,1401.50,1405.60,470,6763,9472492.00,
532336,BARON INFO. ,XT,Q,0.28,0.28,0.27,0.27,0.27,0.28,3,1500,410.00,
532339,COMPUCOM SOF,B ,Q,11.69,11.94,11.69,11.94,11.94,11.38,37,6576,78275.00,
532341,IZMO        ,B ,Q,102.90,106.40,102.50,104.60,104.60,102.55,657,68847,7207005.00,
532342,COMMEX TECH ,XT,Q,0.52,0.52,0.52,0.52,0.52,0.50,1,85,44.00,
532343,TVS MOTOR L ,A ,Q,659.80,659.80,642.55,649.35,648.00,662.30,1884,58190,37805313.00,
532345,GATI LTD.   ,A ,Q,93.15,99.00,92.20,98.00,98.00,93.35,2736,250778,24173021.00,
532348,SUBEX LTX   ,B ,Q,7.91,8.39,7.84,8.29,8.29,7.96,528,561756,4535258.00,
532349,TRANSPORT CO,B ,Q,276.20,286.00,276.00,285.10,285.00,276.20,586,53779,15220924.00,
532350,PADMALAYA TE,XT,Q,3.20,3.29,3.08,3.29,3.29,3.14,20,7935,25846.00,
532351,AKSH OPTIFIB,B ,Q,33.20,34.50,33.20,34.50,34.50,32.90,855,571297,19595982.00,
532355,PICTURHOUSE ,SS,Q,3.22,4.37,3.21,3.56,3.56,3.98,15,2461,8192.00,
532356,TRIVENI ENGG,B ,Q,42.35,42.75,41.40,42.65,42.65,42.45,394,60811,2557869.00,
532357,MUKTA ARTS  ,B ,Q,65.10,66.75,64.30,66.60,66.35,65.20,30,2645,173321.00,
532362,NAGPUR POWER,X ,Q,38.80,38.80,35.50,36.00,36.00,36.00,4,750,27215.00,
532365,DYNACONS SYS,B ,Q,38.15,38.15,38.15,38.15,38.15,36.35,3,94,3586.00,
532366,PNB GILTS   ,B ,Q,35.65,36.50,35.50,36.30,36.50,35.30,76,10261,370187.00,
532368,YBRANTDIGI  ,T ,Q,5.11,5.11,5.11,5.11,5.11,4.87,55,92662,473502.00,
532369,RAMCO INDS. ,B ,Q,243.85,245.00,235.80,240.90,240.90,244.20,436,22357,5400099.00,
532370,RAMCO  SYSTM,B ,Q,385.00,408.00,385.00,404.65,404.65,387.40,276,6028,2395967.00,
532371,TATA TELESER,B ,Q,5.60,5.75,5.60,5.72,5.70,5.63,154,108912,620316.00,
532372,VIRINCHI    ,X ,Q,108.90,110.00,105.00,108.90,109.50,108.80,195,24068,2601636.00,
532373,WEPSOLN     ,X ,Q,42.00,42.75,41.05,42.30,42.75,42.00,18,10820,449447.00,
532374,STER TECH   ,A ,Q,327.05,328.95,318.75,322.30,322.30,326.35,3558,148279,47911623.00,
532375,TIPSINDUSTR ,B ,Q,101.85,101.90,95.40,100.35,100.10,97.65,16,250,25370.00,
532379,FIRSTOBJ    ,XT,Q,14.30,15.40,14.30,15.40,15.40,14.70,6,5670,87163.00,
532380,BABA ARTS   ,SS,Q,2.55,2.55,2.42,2.42,2.42,2.68,9,1555,3830.00,
532382,BALAJI TELE.,B ,Q,131.00,133.70,131.00,132.95,133.20,132.10,46,2199,291634.00,
532384,TYCHE INDS  ,X ,Q,103.90,107.50,103.60,104.65,104.20,108.65,36,2999,313584.00,
532386,CALIFORN.SOF,B ,Q,41.80,44.80,41.35,41.40,41.70,43.50,23,2528,105163.00,
532387,PRITISHN COM,B ,Q,16.10,16.10,15.60,15.90,15.90,15.35,40,941,15093.00,
532388,INDIAN OVER.,A ,Q,17.55,17.90,17.55,17.75,17.75,17.50,185,44856,795207.00,
532390,TAJ GVK HOTL,B ,Q,168.40,168.50,168.00,168.40,168.35,166.55,10,381,64110.00,
532391,OPTO CIRCUIT,B ,Q,8.19,8.24,8.00,8.22,8.23,8.21,88,39109,317643.00,
532392,CREATIVE EYE,B ,Q,3.66,3.94,3.61,3.94,3.94,3.80,20,14300,51962.00,
532395,AXISCADES   ,B ,Q,143.80,152.15,141.00,151.25,151.25,143.85,537,36528,5425021.00,
532400,KPIT        ,A ,Q,223.50,224.75,219.00,222.70,222.70,223.40,3232,43487,9652985.00,
532401,VIJAYA BANK ,A ,Q,53.20,54.65,53.05,54.30,53.80,53.10,595,99564,5367082.00,
532406,AVANTEL LTD ,X ,Q,539.95,544.00,520.00,525.75,525.75,531.50,69,2249,1191973.00,
532407,MOSCHIP SEMI,X ,Q,32.00,32.45,31.25,32.10,32.00,31.85,133,90922,2893883.00,
532408,MEGASOFT LTD,B ,Q,12.23,12.75,12.00,12.32,12.73,12.23,29,2353,29005.00,
532410,TRANSCORP IN,X ,Q,32.05,32.15,31.05,32.10,32.10,30.80,8,2938,94268.00,
532411,VISESH INFO.,T ,Q,0.23,0.23,0.23,0.23,0.23,0.23,8,4584,1054.00,
532413,CEREBRA INTE,B ,Q,58.00,59.25,57.05,57.75,57.75,58.00,282,55886,3246002.00,
532414,IKF TECHNO  ,XT,Q,0.52,0.54,0.52,0.54,0.54,0.53,30,108246,57572.00,
532416,MID-DAY MULT,B ,Q,14.40,15.30,14.25,14.70,14.70,14.65,14,8329,125836.00,
532418,ANDHRA BANK ,A ,Q,43.80,44.50,42.70,43.55,43.55,43.25,1789,522692,22765880.00,
532419,SMARTLINK   ,B ,Q,85.95,91.40,84.10,88.00,88.00,85.60,103,6739,597698.00,
532424,GODREJ CONS ,A ,Q,1119.85,1119.85,1088.95,1105.65,1110.75,1111.85,826,10237,11266535.00,
532430,BF UTILI    ,A ,Q,390.00,409.95,389.00,407.55,409.95,393.15,3891,170044,68718407.00,
532432,UNITD SPR   ,B ,Q,3257.25,3261.50,3191.75,3249.75,3243.10,3257.25,855,10225,33026271.00,
532439,GOLDST INFRA,B ,Q,183.20,185.00,182.00,184.00,183.65,187.20,245,15645,2863585.00,
532440,MPS LTD     ,B ,Q,510.00,520.90,510.00,519.95,520.00,502.25,39,429,221711.00,
532441,RNBOWDENIM  ,XT,Q,5.45,5.45,5.45,5.45,5.45,5.70,1,24,130.00,
532443,CERA SANITAR,B ,Q,3357.85,3363.90,3294.65,3313.25,3295.00,3345.20,34,126,421051.00,
532444,T. SPIRITUAL,XT,Q,1.15,1.15,1.10,1.15,1.15,1.10,23,26348,30296.00,
532454,BHARTI ARTL ,A ,Q,393.50,402.60,391.15,401.65,401.65,394.45,2829,384516,153038256.00,
532455,SHALIMAR WIR,X ,Q,17.05,17.75,16.20,17.25,17.75,17.05,14,973,16447.00,
532456,COMPUAGE INF,B ,Q,41.90,44.45,41.00,44.45,44.45,42.35,150,34601,1498302.00,
532457,GULSHAN POLY,B ,Q,69.70,73.35,69.70,72.20,72.50,69.30,28,1433,102580.00,
532460,PONNI SUG(ER,B ,Q,143.10,148.75,143.10,148.30,144.00,148.00,3,22,3205.00,
532461,PUNJAB NATIO,A ,Q,97.40,98.90,94.80,95.70,95.70,96.35,6449,1641660,158386233.00,
532466,ORACLE FIN  ,A ,Q,4039.00,4050.00,3900.75,4034.40,4034.40,3942.65,191,1065,4271223.00,
532468,KAMAHOLDING ,B ,Q,4278.95,4278.95,4278.95,4278.95,4278.95,4199.00,2,3,12836.00,
532475,APTECH LTD  ,B ,Q,260.00,270.00,260.00,267.30,267.30,260.65,4686,235085,62623918.00,
532477,UNION BANK L,A ,Q,96.30,100.20,95.70,97.00,97.00,95.15,3756,1004466,97910936.00,
532478,UNITED BREWA,A ,Q,979.00,983.30,966.00,977.05,980.00,971.35,279,4964,4836373.00,
532479,ISMT LTD    ,B ,Q,9.27,9.63,9.26,9.63,9.63,9.18,23,5763,54957.00,
532480,ALLAHABAD BK,A ,Q,49.35,51.00,49.15,49.90,49.90,49.60,1229,402887,20096931.00,
532481,NOIDA-TOLL B,B ,Q,12.05,12.70,12.05,12.56,12.40,12.08,84,30437,378281.00,
532482,GRANULES (I),A ,Q,105.65,108.95,105.65,108.30,108.30,106.05,730,75891,8157840.00,
532483,CANARA BANK ,A ,Q,265.20,272.70,264.50,268.95,268.95,264.20,4926,646028,173272866.00,
532485,BALMER LA.IN,B ,Q,393.00,397.95,387.50,391.95,391.90,392.65,95,2903,1137608.00,
532486,POKARNA LTD ,B ,Q,188.10,192.35,188.10,192.30,192.35,189.65,100,2372,454077.00,
532488,DIVI'S LAB. ,A ,Q,1083.00,1120.00,1083.00,1107.25,1107.25,1091.00,793,31089,34353553.00,
532493,ASTRA MICRO ,A ,Q,75.70,77.00,75.60,76.05,76.05,76.15,682,86714,6611226.00,
532497,RADICOKHAIT ,A ,Q,356.00,360.60,349.00,353.70,353.70,357.45,1865,133971,47364346.00,
532498,SHRMCITYUN  ,A ,Q,2185.85,2222.00,2182.65,2221.90,2222.00,2196.15,95,671,1479650.00,
532500,MARUTISUZUK ,A ,Q,9009.00,9056.35,8958.55,9023.80,9005.30,9009.05,2582,16212,145975038.00,
532503,RAJAPAMILLS ,X ,Q,1098.00,1098.00,1075.00,1095.00,1095.00,1079.05,11,121,131927.00,
532504,NAVIN FLUORI,A ,Q,780.00,791.00,780.00,785.80,788.95,777.85,232,3410,2677358.00,
532505,UCOBANK     ,A ,Q,21.90,22.60,21.80,22.35,22.25,21.90,396,97226,2164491.00,
532507,BAG FIL MED ,B ,Q,4.83,4.85,4.75,4.85,4.85,4.62,38,51114,247082.00,
532508,JSL         ,B ,Q,83.65,89.90,82.90,88.45,88.45,84.00,1066,84767,7320751.00,
532509,SUPRAJIT ENG,B ,Q,288.70,288.70,284.05,284.65,284.10,285.05,35,906,259525.00,
532511,EXCEL CROP. ,B ,Q,3140.90,3250.00,3140.90,3242.45,3240.00,3137.50,161,2881,9263575.00,
532513,TVSELE      ,B ,Q,365.00,373.55,359.05,373.55,373.55,355.80,370,19045,7033675.00,
532514,INDRA GAS   ,A ,Q,279.00,279.95,273.10,278.45,279.60,279.65,4534,89364,24721572.00,
532515,TV TODAY    ,B ,Q,495.00,510.00,486.75,497.45,497.00,488.95,1245,47585,23860845.00,
532518,FLORENCE    ,X ,Q,1860.00,1900.00,1859.80,1899.85,1900.00,1820.00,12,2539,4803580.00,
532521,PALRED      ,B ,Q,71.05,71.05,69.00,69.45,69.40,71.05,9,168,11715.00,
532522,PETRONET LNG,A ,Q,236.60,236.60,228.55,232.30,232.30,230.65,2298,67813,15687477.00,
532523,BIOCON LTD. ,A ,Q,595.05,610.25,595.05,607.35,607.35,598.15,1934,108298,65685952.00,
532524,PTC INDIA   ,A ,Q,90.90,93.50,89.35,92.90,92.90,90.90,754,107196,9763915.00,
532525,BANK MAHA   ,B ,Q,13.90,14.10,13.80,14.00,14.00,13.75,422,227758,3169760.00,
532527,RK FORGINGS ,B ,Q,760.70,787.15,758.70,780.00,780.00,764.60,205,1547,1202262.00,
532528,DATAM GLOB  ,B ,Q,105.90,109.40,105.55,108.85,109.00,105.55,267,12878,1390756.00,
532529,NDTV        ,B ,Q,43.70,44.30,43.10,44.15,44.15,43.00,44,9296,407865.00,
532531,STAR        ,A ,Q,700.00,709.80,681.00,704.35,707.50,685.30,1114,28005,19548134.00,
532532,JAIPRA      ,A ,Q,19.50,20.55,19.35,20.35,20.35,19.60,4495,8420808,167207889.00,
532538,ULTRATECH CM,A ,Q,3983.00,4000.15,3864.85,3949.40,3935.90,3983.30,1832,19079,75458126.00,
532539,MINDA IND   ,B ,Q,1117.60,1148.45,1117.60,1143.65,1148.00,1105.55,200,4036,4589069.00,
532540,TCS LTD.    ,A ,Q,2900.00,2927.15,2893.00,2908.10,2908.10,2902.90,1813,34299,99776072.00,
532541,NIITTECH    ,A ,Q,875.00,892.10,874.80,882.75,881.50,882.05,2272,31414,27736322.00,
532543,GULFPETRO   ,B ,Q,76.00,77.70,75.50,76.30,76.55,76.05,98,10016,764867.00,
532548,CENTURYPLY  ,A ,Q,328.30,330.75,325.30,327.95,327.00,331.35,276,8187,2686827.00,
532553,WELENT      ,B ,Q,146.80,154.80,145.65,152.35,152.35,146.50,373,34667,5234077.00,
532555,NTPC LTD    ,A ,Q,170.30,171.30,169.00,169.50,169.50,170.30,710,110760,18787074.00,
532604,SALSTEEL    ,B ,Q,7.70,7.94,7.70,7.94,7.94,7.57,9,4525,35673.00,
532605,JBM AUTO    ,B ,Q,433.90,446.95,428.00,435.20,435.20,436.40,1352,36925,16217821.00,
532609,BHARATIDIL  ,Z ,Q,4.91,5.29,4.91,5.29,5.29,5.04,25,11384,59246.00,
532610,DWAR SUGAR  ,B ,Q,26.20,26.40,25.60,26.30,26.30,26.20,334,76795,1998835.00,
532612,INDOCO REM  ,B ,Q,214.95,218.00,211.35,216.10,216.10,214.60,78,1751,378994.00,
532613,VIPCLOTHNG  ,B ,Q,58.90,61.30,58.25,61.30,61.30,58.40,170,36054,2175970.00,
532614,IMPEX       ,T ,Q,1.10,1.10,1.10,1.10,1.10,1.12,2,500,550.00,
532616,XCHANGING   ,B ,Q,57.90,58.40,57.90,58.10,58.10,57.55,3,590,34194.00,
532617,JETAIRWAYS  ,A ,Q,602.00,616.65,594.00,613.85,613.85,602.50,5465,279261,168920421.00,
532621,MORARJETEX  ,B ,Q,40.65,42.90,40.00,42.45,41.35,40.50,44,3353,139131.00,
532622,GATEWAY DIST,A ,Q,187.25,187.95,182.50,185.10,187.95,185.35,87,5303,976695.00,
532624,JINDALPH    ,B ,Q,54.50,55.80,54.00,55.00,55.00,53.25,11,589,32112.00,
532626,PONDY OXIDES,X ,Q,501.00,530.00,501.00,527.35,526.00,514.90,216,6002,3117891.00,
532627,JPPOWER     ,B ,Q,4.69,4.83,4.63,4.74,4.74,4.74,4113,1624056,7647572.00,
532628,3I INFOTECH ,B ,Q,5.20,5.25,5.05,5.18,5.20,5.22,300,727016,3748832.00,
532629,MCNALLYB    ,B ,Q,63.95,64.90,62.05,64.00,64.00,61.85,37,6670,421904.00,
532630,GOKALDAS    ,B ,Q,87.05,91.00,87.00,88.85,88.70,89.05,157,16911,1505919.00,
532633,ALLSEC TECH ,B ,Q,332.00,339.65,332.00,338.15,338.15,325.75,12,50,16748.00,
532636,IIFL        ,A ,Q,705.00,719.50,702.00,714.90,714.90,704.60,419,7700,5469702.00,
532637,MAN DRUGORG ,B ,Q,172.95,175.00,170.00,172.55,172.55,175.80,173,12858,2214928.00,
532638,SHOPPER STOP,A ,Q,545.85,553.35,535.00,541.95,540.00,546.85,213,3274,1780267.00,
532641,NDL         ,B ,Q,126.55,130.00,125.80,129.60,129.60,126.90,45,3171,409571.00,
532642,JSWHL       ,B ,Q,1709.95,1774.90,1709.95,1770.00,1770.00,1700.45,23,53,91855.00,
532644,JK CEMENT   ,B ,Q,1006.35,1014.85,995.00,999.75,997.10,1008.35,126,1851,1859978.00,
532646,UNIPLY IND  ,B ,Q,390.85,399.50,380.00,396.25,396.00,391.00,56,1734,676397.00,
532647,PROVOGUE IND,B ,Q,4.24,4.45,4.20,4.24,4.24,4.35,32,60435,256668.00,
532648,YES BANK    ,A ,Q,306.00,314.00,304.60,312.65,312.65,306.20,10516,1207279,376643095.00,
532649,NECTAR LIFE ,B ,Q,27.90,29.10,27.90,28.70,28.95,28.05,553,90062,2582603.00,
532650,MSP STEEL   ,B ,Q,16.80,17.70,16.80,17.60,17.70,16.95,7,3338,57136.00,
532651,SPL INDS    ,B ,Q,22.00,25.05,22.00,24.50,24.25,24.00,8,1902,46740.00,
532652,KARNATAKA BK,A ,Q,113.05,120.50,113.05,118.85,118.85,114.40,1662,296354,34517732.00,
532654,MCLEOD RUSSE,A ,Q,152.85,160.00,150.55,154.30,154.30,150.70,1165,91659,14046245.00,
532656,FACOR ALLOYS,X ,Q,2.40,2.40,2.32,2.32,2.32,2.44,84,123370,286927.00,
532658,EON ELECT   ,B ,Q,79.75,80.45,77.10,80.45,80.45,76.65,99,12683,1015968.00,
532659,IDFC        ,A ,Q,50.20,51.90,49.60,51.75,51.75,50.20,1078,435420,22233483.00,
532660,VIVIMED LABS,B ,Q,75.45,80.40,74.95,79.85,79.85,75.95,1152,166252,12946367.00,
532661,RANE MADRAS ,B ,Q,878.30,887.00,870.00,881.20,880.00,863.70,79,951,834220.00,
532662,HT MEDIA    ,B ,Q,87.00,87.00,85.75,86.40,86.25,86.55,1010,16599,1432437.00,
532663,SASKEN      ,B ,Q,705.50,722.90,704.80,717.60,714.50,694.70,38,284,202236.00,
532666,FCS SOFTWARE,T ,Q,0.38,0.38,0.36,0.36,0.36,0.37,41,83931,31119.00,
532667,SUZLONENERGY,A ,Q,11.10,11.79,11.01,11.75,11.75,11.14,2783,5348758,60766627.00,
532668,AURIONPRO SO,B ,Q,217.80,217.85,213.55,215.55,216.10,216.25,66,2380,512914.00,
532669,SOUTHBIOTEC ,XT,Q,2.56,2.56,2.56,2.56,2.56,2.44,11,16101,41218.00,
532670,RENUKA SUGAR,A ,Q,15.45,15.45,15.35,15.40,15.40,15.45,102,52357,805612.00,
532673,KM SUGARMILL,B ,Q,10.45,10.60,10.00,10.26,10.60,10.52,37,7246,73948.00,
532674,BANNARI AMMA,B ,Q,239.00,239.00,239.00,239.00,239.00,238.90,1,1,239.00,
532676,PBA INFRASTR,T ,Q,11.86,12.59,11.85,11.90,11.90,12.20,13,1734,21341.00,
532678,BOMBAY RAYON,B ,Q,39.05,41.50,39.05,40.30,40.30,41.10,183,17530,693207.00,
532679,SORILINFRA  ,B ,Q,212.00,213.05,207.00,213.05,213.05,202.95,484,105467,22410860.00,
532682,ABG SHIPYARD,Z ,Q,8.06,8.06,7.50,8.05,8.06,7.68,17,2960,23644.00,
