SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1300.00,1300.00,1280.00,1282.85,1282.85,1292.65,496,3850,4964802.00,
500003,AEGIS LOGIS ,A ,Q,256.00,263.70,247.00,262.95,262.00,256.25,306,10579,2740306.00,
500008,AMAR RAJA BA,A ,Q,815.00,815.00,801.20,811.40,812.85,810.75,530,15385,12430006.00,
500009,A.SARABHAI  ,X ,Q,10.70,10.95,10.50,10.59,10.50,10.85,46,25592,272540.00,
500010,HDFC        ,A ,Q,1830.50,1845.00,1817.00,1830.10,1830.10,1838.10,1251,33076,60488614.00,
500012,ANDHRA PETRO,X ,Q,58.90,59.95,58.00,59.60,59.60,59.80,215,37095,2204306.00,
500013,ANSAL INFRAS,B ,Q,20.70,21.35,19.95,20.85,21.00,20.40,365,102910,2116210.00,
500014,APPLE FINANC,XT,Q,2.77,2.77,2.60,2.77,2.77,2.65,4,1890,5152.00,
500016,ARUNA HOTEL ,XT,Q,14.45,14.45,14.45,14.45,14.45,13.77,6,4390,63435.00,
500020,BOM DYEING  ,A ,Q,243.05,258.00,243.05,250.40,250.40,246.50,7502,747831,186584684.00,
500023,ASIANHOTNR  ,T ,Q,291.50,298.90,285.15,295.00,295.00,299.85,10,4143,1218338.00,
500024,ASSAMCO     ,B ,Q,4.42,4.55,4.42,4.52,4.52,4.34,105,106713,482919.00,
500027,ATUL LTD.   ,A ,Q,2634.00,2750.00,2620.00,2738.15,2735.00,2633.40,274,1221,3294299.00,
500028,ATV PROJECTS,XT,Q,10.20,10.20,9.39,9.57,10.12,9.73,18,3189,30466.00,
500029,AUTOLITE(I) ,B ,Q,67.45,68.00,64.50,67.35,67.35,65.90,61,2571,171360.00,
500031,BAJAJ ELECT.,A ,Q,575.45,638.80,574.95,621.70,621.70,575.35,2395,103825,63087306.00,
500032,BAJAJHIND   ,A ,Q,9.18,9.43,9.02,9.37,9.37,9.18,431,348694,3207907.00,
500033,FORCE MOTR  ,B ,Q,2761.00,2849.70,2761.00,2793.75,2793.75,2784.55,2795,37520,105481942.00,
500034,BAJFINANCE  ,A ,Q,1825.00,1839.75,1804.30,1832.00,1827.10,1818.40,1787,30963,56477932.00,
500038,BALRAM.CHINI,A ,Q,77.75,78.00,75.25,77.60,77.60,78.50,2293,371156,28417668.00,
500039,BANCO PROD. ,B ,Q,220.75,225.50,217.00,224.35,224.35,221.90,147,6265,1383133.00,
500040,CENTURY TEXT,A ,Q,1172.95,1207.00,1164.00,1199.75,1199.50,1179.95,967,34382,40776607.00,
500041,BANNARI AMAN,B ,Q,1747.50,1770.00,1747.50,1770.00,1770.00,1680.00,5,1061,1854610.00,
500042,BASF INDIA  ,B ,Q,1949.90,1995.00,1949.90,1991.80,1995.00,1941.60,121,327,646613.00,
500043,BATA INDIA  ,A ,Q,750.35,755.05,740.45,749.95,749.95,751.70,432,18348,13686005.00,
500048,BEML LTD    ,A ,Q,1073.90,1122.40,1073.15,1113.60,1113.60,1082.45,2050,66895,73891096.00,
500049,BHARAT ELECT,A ,Q,145.00,147.10,143.75,146.65,146.65,144.65,1286,135369,19705105.00,
500052,BHANSALI ENG,B ,Q,187.75,187.75,183.00,187.75,187.75,178.85,1409,251900,46963323.00,
500055,BHUSH STEEL ,B ,Q,43.90,44.45,42.85,44.00,44.00,42.70,2221,454607,19869671.00,
500058,BIHAR SPONGE,XT,Q,1.90,1.90,1.72,1.72,1.72,1.81,5,1155,1986.00,
500059,BINANI IND. ,B ,Q,90.25,92.25,89.40,92.25,92.25,87.90,213,19675,1804203.00,
500060,BIRLACABLE  ,B ,Q,64.90,66.40,63.25,64.90,65.35,63.95,108,7411,476687.00,
500067,BLUE STAR   ,A ,Q,780.10,800.00,768.05,794.95,795.00,776.70,413,6723,5241879.00,
500068,DISA INDIA  ,X ,Q,6168.95,6168.95,6000.00,6074.95,6000.00,6000.00,4,8,48787.00,
500069,BNK CAPITAL ,X ,Q,105.95,105.95,97.10,105.45,105.80,106.75,26,954,97735.00,
500074,BPL LTD.    ,B ,Q,74.00,78.55,73.75,77.80,77.80,74.65,1631,183659,14089320.00,
500078,OAL         ,X ,Q,930.00,930.00,872.05,920.00,920.00,921.00,12,189,173407.00,
500083,CENTURY EXT ,B ,Q,5.24,5.25,5.24,5.25,5.25,5.00,16,4208,22070.00,
500084,CESC LTD.   ,A ,Q,989.50,1015.00,978.00,1005.15,1005.15,987.85,886,40729,40454271.00,
500085,CHAMBAL FERT,A ,Q,163.75,168.95,162.65,165.50,165.50,162.60,1382,133537,21926068.00,
500086,EXIDE IND.  ,A ,Q,227.10,234.40,227.00,232.80,232.80,229.10,1580,198351,45891830.00,
500087,CIPLA LTD.  ,A ,Q,575.50,578.20,569.00,570.50,570.50,576.40,2453,255634,145847436.00,
500089,DIC INDIA   ,B ,Q,495.00,495.00,495.00,495.00,495.00,479.85,2,27,13365.00,
500092,CRISIL LTD  ,A ,Q,1850.00,1855.10,1835.00,1841.40,1836.05,1862.75,85,356,656224.00,
500093,CGPOWER     ,A ,Q,79.05,80.65,77.20,80.15,80.15,78.90,294,39240,3116115.00,
500096,DABUR (I)   ,A ,Q,335.00,338.50,334.00,337.05,337.05,335.35,870,38162,12846858.00,
500097,DALMIASUG   ,B ,Q,67.10,68.60,66.55,68.10,67.80,67.50,229,17688,1192250.00,
500101,ARVIND Ltd  ,A ,Q,396.00,403.60,392.00,402.55,402.55,395.50,1288,68437,27430075.00,
500102,BALARPUR IND,B ,Q,12.93,13.69,12.84,13.53,13.49,13.04,363,208382,2757414.00,
500103,BHEL        ,A ,Q,82.45,85.80,82.30,85.45,85.45,82.55,2540,501362,42223582.00,
500104,HIND.PETRO  ,A ,Q,344.05,357.00,328.00,353.20,352.45,344.25,2057,146742,51906873.00,
500106,IFCI LTD    ,A ,Q,20.20,21.05,20.20,20.95,20.95,20.55,1167,559206,11547568.00,
500108,MAHA.TELE   ,B ,Q,19.15,19.90,19.05,19.80,19.80,19.35,1188,575386,11171388.00,
500109,MRPL        ,A ,Q,111.00,112.90,110.55,111.85,112.60,111.60,646,80146,8945940.00,
500110,CHENNAI PET.,A ,Q,331.10,344.55,331.05,340.80,340.80,330.25,958,52434,17897449.00,
500111,REL.CAP.    ,A ,Q,442.40,443.95,434.10,441.55,441.55,444.70,4487,362770,159468990.00,
500112,STATE BANK  ,A ,Q,249.80,253.00,248.25,250.35,250.35,246.30,11768,2233250,561234737.00,
500113,STEEL AUTH. ,A ,Q,72.30,75.25,72.30,74.90,74.90,73.10,2862,1185383,87623783.00,
500114,TITAN       ,A ,Q,947.00,951.05,924.65,932.50,930.50,943.90,2550,92945,87000230.00,
500116,IDBI BANK L ,A ,Q,71.00,73.25,71.00,72.15,72.15,71.10,8902,5926529,428682497.00,
500117,DCW LTD.    ,B ,Q,31.85,33.95,31.65,33.95,33.95,32.35,433,119233,3883986.00,
500119,DHAMPUR SUGA,B ,Q,140.10,140.10,136.90,138.80,138.60,141.05,291,49499,6859782.00,
500120,DIAMINES&CHM,X ,Q,88.60,92.00,88.60,91.80,92.00,91.00,38,1502,137378.00,
500123,ELANTAS     ,B ,Q,2070.10,2100.00,2070.05,2078.00,2078.00,2129.00,20,28,58298.00,
500124,DR.REDDY'S  ,A ,Q,2135.00,2152.80,2113.15,2128.80,2122.85,2132.35,1297,60623,129543788.00,
500125,E.I.D.PAR   ,A ,Q,282.45,285.30,275.00,279.50,278.00,283.85,198,6725,1889278.00,
500126,MERCK LTD   ,B ,Q,1534.00,1561.95,1527.55,1549.30,1549.30,1518.70,222,1751,2704636.00,
500128,ELEC.CASTING,B ,Q,30.80,32.25,30.05,31.30,31.30,29.25,1945,482759,15190388.00,
500132,EMPEE SUGARS,XT,Q,2.48,2.48,2.48,2.48,2.48,2.37,7,8000,19840.00,
500133,ESAB INDIA  ,B ,Q,736.60,736.60,727.00,730.60,727.00,727.30,44,221,161510.00,
500135,ESSEL PROP  ,B ,Q,244.00,256.00,243.05,252.70,253.55,240.90,136,2778,701651.00,
500136,ESTER INDUS.,B ,Q,72.45,73.95,72.45,73.95,73.95,70.45,657,197339,14569290.00,
500139,FEDDERELEC  ,B ,Q,64.40,69.20,64.40,68.45,68.45,63.75,235,25824,1731655.00,
500141,FERRO ALLOYS,X ,Q,7.39,7.40,7.33,7.33,7.33,7.71,160,125976,923959.00,
500143,P.H.CAPITAL ,X ,Q,43.00,43.00,43.00,43.00,43.00,41.35,1,1,43.00,
500144,FINOL. CABLE,A ,Q,699.00,706.00,679.00,696.55,704.65,685.40,230,5329,3663059.00,
500147,CMI FPE     ,X ,Q,880.25,906.00,880.25,887.90,897.00,885.00,30,1403,1258198.00,
500148,UFLEX LTD   ,A ,Q,340.70,353.15,338.30,350.00,350.30,337.80,733,18638,6420030.00,
500150,FOSECO INDIA,B ,Q,1569.00,1575.00,1534.25,1565.00,1565.00,1553.85,37,284,442804.00,
500153,GANESH BENZO,X ,Q,83.00,85.00,82.95,84.75,84.75,83.60,374,70151,5886602.00,
500155,GARDEN SILK ,B ,Q,33.80,35.40,33.80,34.75,34.90,34.15,146,19653,681665.00,
500159,METROGLOBL  ,X ,Q,77.15,79.05,77.15,79.05,79.05,80.70,3,140,10847.00,
500160,GTL LTD.    ,B ,Q,11.60,11.60,11.00,11.39,11.40,11.40,117,14819,166995.00,
500163,GODFREY PH  ,A ,Q,841.00,868.60,833.00,854.65,850.45,839.50,686,10799,9174417.00,
500164,GODREJ IND  ,A ,Q,549.45,552.90,548.30,549.90,550.25,550.60,271,7669,4220573.00,
500165,KANSAI NERO ,A ,Q,505.15,506.50,501.35,502.85,502.65,505.80,245,3039,1531567.00,
500166,GOODRICKE   ,X ,Q,317.00,325.00,315.00,319.15,318.00,315.40,132,9816,3124100.00,
500168,GOODYEAR (I),B ,Q,1120.00,1248.00,1120.00,1198.65,1198.65,1129.95,1250,19556,23390971.00,
500170,GTN INDUS   ,B ,Q,13.00,13.00,12.55,12.60,12.60,12.95,22,3864,49106.00,
500171,GHCL LTD    ,A ,Q,269.00,277.10,265.00,275.40,275.40,270.50,659,28732,7784819.00,
500173,GUJ.FLOURO  ,B ,Q,810.00,814.95,800.20,805.40,801.00,812.30,170,133438,106268658.00,
500179,HCL INFOSYS ,A ,Q,52.75,54.40,52.20,54.05,54.05,53.25,1894,564179,30095784.00,
500180,HDFC BANK   ,A ,Q,1925.00,1925.00,1911.80,1916.10,1916.10,1930.45,2877,43455,83296203.00,
500182,HEROMOTOCO  ,A ,Q,3654.00,3684.60,3624.95,3640.30,3640.00,3640.65,2025,89392,325484233.00,
500183,HIMACHAL FUT,A ,Q,26.70,27.70,26.40,27.55,27.55,27.00,1639,1481062,40163945.00,
500184,HSCL        ,B ,Q,150.95,152.50,149.85,151.05,151.05,151.65,1367,198394,29963437.00,
500185,HIND.CONSTN.,A ,Q,23.15,26.00,22.85,25.45,25.45,23.15,6246,4185376,104869615.00,
500186,HIND.OIL EXP,B ,Q,115.00,116.00,113.30,114.95,114.95,115.15,681,106509,12181087.00,
500187,HSIL        ,B ,Q,385.00,404.95,383.80,399.30,400.00,381.35,500,14976,5987026.00,
500188,HINDUS.ZI   ,A ,Q,305.00,310.45,303.90,309.75,310.00,302.85,1310,119252,36737346.00,
500189,HINDUJA VENT,B ,Q,678.55,685.15,670.00,678.70,684.95,676.75,80,1544,1048416.00,
500191,HMT LTD.    ,Z ,Q,29.60,30.05,29.50,29.90,29.50,28.65,34,4225,126409.00,
500192,PRAG BOSIMI ,XT,Q,2.88,3.17,2.88,3.17,3.17,3.02,5,1358,4288.00,
500193,HOTEL LEELA.,B ,Q,17.70,18.25,17.70,18.10,18.10,17.80,123,23675,427510.00,
500199,I.G.PETRO   ,B ,Q,686.95,718.00,686.65,712.15,712.15,680.00,459,8195,5769842.00,
500201,IND.GLYCOLS ,B ,Q,466.00,482.90,464.00,480.50,480.50,470.05,666,29040,13791667.00,
500206,MARGO FIN   ,XT,Q,15.65,15.65,15.65,15.65,15.65,15.85,1,2,31.00,
500207,INDO RAMA   ,B ,Q,31.50,32.35,30.95,32.10,32.10,31.40,104,15832,497302.00,
500209,INFOSYS LTD ,A ,Q,1136.80,1145.00,1129.60,1140.05,1140.05,1137.50,3307,55686,63221806.00,
500210,INGERSOLL   ,B ,Q,675.80,682.00,675.00,680.55,682.00,675.15,55,967,657207.00,
500211,INSILCO LTD.,X ,Q,22.55,22.95,22.00,22.70,22.65,22.70,27,8459,190316.00,
500213,INTER.TRAVEL,X ,Q,181.00,185.20,181.00,181.25,181.25,180.70,16,826,150619.00,
500214,ION EXCHANGE,XT,Q,514.00,514.00,494.40,503.25,503.25,501.05,102,6690,3398684.00,
500215,AGRO TECH FO,B ,Q,637.15,656.00,633.90,654.90,653.00,642.30,174,3525,2270667.00,
500219,JAIN IRRIG  ,A ,Q,109.80,114.00,109.00,113.60,113.60,110.10,1920,552671,61400699.00,
500220,JASCH INDUST,X ,Q,70.10,72.00,68.20,71.95,72.00,69.95,17,2206,155617.00,
500223,JCT LTD     ,X ,Q,2.93,2.98,2.88,2.92,2.91,2.94,162,110967,325128.00,
500227,JINDAL POLYF,B ,Q,318.15,331.55,318.15,329.25,329.55,321.25,207,6380,2089994.00,
500228,JSWSL       ,A ,Q,295.00,304.20,292.45,302.30,302.30,296.75,2278,254043,76177351.00,
500231,UMANG DAIR  ,B ,Q,78.25,80.45,77.70,79.65,80.10,76.55,66,4061,321069.00,
500233,KAJARIA CER.,A ,Q,588.65,588.90,572.95,576.20,574.00,589.70,646,19294,11210485.00,
500234,KAKATIYA CEM,B ,Q,262.00,263.00,256.30,260.95,260.95,262.25,180,4931,1284788.00,
500235,KALYANI STEL,B ,Q,312.00,323.90,307.70,322.50,321.55,316.15,1191,40570,12842488.00,
500238,WHIRLPOOL   ,A ,Q,1511.80,1556.00,1511.80,1519.50,1515.70,1542.65,538,2061,3147353.00,
500239,KG DENIM    ,X ,Q,45.90,48.70,45.90,48.00,48.00,46.85,32,3693,175390.00,
500240,KINETIC ENG.,ST,Q,74.95,74.95,68.70,73.75,74.00,72.30,23,2951,204763.00,
500241,KIRL.BROS.  ,B ,Q,313.00,325.00,312.50,322.10,325.00,312.30,184,3406,1090186.00,
500245,KIRL.FERROUS,B ,Q,88.50,91.40,87.15,90.85,90.40,89.10,373,64864,5840649.00,
500246,ENVAIN ELECT,XT,Q,22.60,22.60,22.60,22.60,22.60,21.55,1,50,1130.00,
500247,KOTAK MAH.BK,A ,Q,1096.00,1105.00,1078.55,1103.00,1105.00,1097.40,1308,46701,51268009.00,
500249,KSB PUMPS   ,B ,Q,795.10,798.90,790.00,796.55,797.00,799.90,22,202,160489.00,
500250,L.G.BALKRISH,B ,Q,1094.40,1234.90,1094.40,1212.85,1212.85,1091.75,1029,15317,18188185.00,
500251,TRENT LTD.  ,A ,Q,344.20,349.00,343.00,345.70,349.00,343.65,730,6372,2198361.00,
500252,LAKSHMI MACH,A ,Q,7150.00,7420.85,7118.00,7390.85,7390.85,7193.30,823,3513,25647323.00,
500253,LIC HOUS.FIN,A ,Q,537.55,553.95,537.55,552.40,553.95,542.05,1526,89173,48908579.00,
500254,UTTAMVALUE  ,T ,Q,0.23,0.23,0.23,0.23,0.23,0.22,118,2579469,593277.00,
500255,LML LTD.    ,B ,Q,6.27,6.39,6.10,6.30,6.30,6.09,126,109793,690248.00,
500257,LUPIN LTD.  ,A ,Q,774.50,798.10,766.65,788.55,788.55,775.40,3433,144607,114045127.00,
500259,LYKA LABS   ,B ,Q,48.80,51.00,48.20,49.80,49.80,48.40,128,17128,850597.00,
500260,RAMCOCEM    ,A ,Q,742.00,763.95,738.00,755.50,757.80,740.20,418,104040,77058268.00,
500264,MAFATLAL IND,X ,Q,262.00,271.40,251.10,260.25,260.25,260.00,12,310,80677.00,
500265,MAH.SEAMLESS,B ,Q,431.00,442.00,428.40,436.55,442.00,433.40,97,2050,889499.00,
500266,MAH.SCOOTER ,B ,Q,2323.00,2323.00,2274.15,2275.05,2275.05,2297.85,23,5127,11690662.00,
500267,MAJESTIC AUT,XT,Q,140.00,142.10,137.00,138.30,137.00,139.10,34,3940,552974.00,
500268,MANALI PETRO,B ,Q,35.00,35.60,34.45,35.35,35.35,34.95,325,95838,3356260.00,
500271,MFSL        ,A ,Q,452.00,468.85,452.00,464.60,464.00,460.40,556,21740,10074378.00,
500279,MIRC ELECT  ,B ,Q,50.90,51.35,48.50,49.95,49.95,50.80,1291,237295,11761448.00,
500280,CENTURY ENKA,B ,Q,316.95,328.00,313.30,326.55,326.55,312.55,364,13981,4497621.00,
500284,LORDS CHLORO,XT,Q,55.00,55.00,55.00,55.00,55.00,53.00,1,1,55.00,
500285,SPICEJET LTD,B ,Q,126.45,132.00,126.45,131.75,131.75,125.85,7773,2000172,259787409.00,
500288,MOREPEN LAB.,B ,Q,32.85,34.40,32.35,33.65,33.65,32.95,867,363547,12037604.00,
500290,MRF LTD.    ,A ,Q,73062.35,75764.00,72989.45,75579.95,75500.00,73049.60,857,1332,99972072.00,
500292,HEIDEL CEM  ,A ,Q,144.85,148.50,142.85,147.45,147.45,145.35,256,18855,2747246.00,
500294,NCC         ,A ,Q,119.05,127.55,119.00,126.95,126.95,119.75,2122,445171,55182898.00,
500295,VEDL        ,A ,Q,278.75,285.35,278.75,284.10,284.10,282.50,4520,1044033,296327886.00,
500296,NAHAR SPG.  ,B ,Q,94.20,94.50,92.25,94.05,94.05,92.60,20,1259,117809.00,
500298,NAT.PEROXIDE,B ,Q,2398.00,2448.00,2361.15,2407.05,2402.05,2354.25,274,4387,10536347.00,
500300,GRASIM IND. ,A ,Q,1078.55,1089.95,1069.00,1086.45,1086.45,1089.85,499,12041,13018783.00,
500302,PEL         ,A ,Q,2460.60,2524.95,2452.20,2496.75,2492.40,2468.45,1229,20116,50097006.00,
500304,NIIT LTD.   ,A ,Q,104.40,112.00,103.00,111.50,111.50,104.65,4049,617533,67050227.00,
500307,NIRLON      ,B ,Q,199.50,201.45,198.00,198.75,198.00,199.30,19,1618,321745.00,
500312,ONGC CORPN  ,A ,Q,178.05,179.10,176.55,177.70,177.70,180.00,4177,195943,34806111.00,
500313,OIL COUNTRY ,B ,Q,33.80,33.80,31.70,31.80,31.80,32.80,92,15237,486850.00,
500314,ORIENT HOTEL,B ,Q,43.90,45.60,43.50,45.30,45.00,43.75,74,12323,548858.00,
500315,ORINTAL BANK,A ,Q,94.55,97.25,93.00,94.95,94.95,93.45,1489,358994,34131946.00,
500317,OSWAL AGRO. ,T ,Q,12.90,13.34,12.80,13.24,13.24,13.00,31,9323,120183.00,
500319,INDIAN SUCRO,XT,Q,24.00,24.05,22.20,24.00,24.00,22.95,13,1954,45859.00,
500322,PANYAM CEMEN,X ,Q,39.75,41.60,39.75,41.40,41.60,40.90,26,1833,75483.00,
500325,RELIANCE    ,A ,Q,890.00,901.00,886.10,898.80,898.80,892.70,3819,172194,153617546.00,
500327,PILITA      ,T ,Q,11.80,12.20,11.80,12.14,12.20,11.83,24,7098,85503.00,
500329,PENTAMED.G  ,X ,Q,0.54,0.59,0.54,0.56,0.58,0.58,49,47430,26731.00,
500330,RAYMOND     ,A ,Q,920.00,934.80,912.25,931.70,931.70,926.00,711,22622,20925513.00,
500331,PIDILITE    ,A ,Q,947.90,964.50,937.40,962.75,964.35,940.40,2115,22138,21136624.00,
500333,PIX TRANS   ,X ,Q,131.00,133.40,126.75,130.85,133.40,130.50,110,6867,892882.00,
500335,BIRLA CORPN.,B ,Q,755.20,770.00,750.00,764.40,764.40,765.35,296,13883,10585006.00,
500336,SURYA ROSHNI,B ,Q,405.25,428.00,403.00,424.05,424.05,404.10,835,26617,11075612.00,
500337,PRIME SECUR.,B ,Q,45.95,45.95,43.60,44.65,45.10,45.65,140,22087,992599.00,
500338,PRISM CEMENT,B ,Q,113.70,117.35,113.05,116.80,116.80,114.35,584,61232,7095512.00,
500339,RAIN        ,A ,Q,382.00,387.00,380.25,384.05,384.05,383.35,2323,204570,78530947.00,
500343,AMJLAND     ,B ,Q,25.00,25.00,24.00,24.30,24.30,23.15,10,1131,27493.00,
500346,PUN.COMMUNI.,B ,Q,35.85,35.85,35.85,35.85,35.85,35.85,1,100,3585.00,
500350,RSWM  LTD   ,B ,Q,333.50,335.25,331.90,334.80,334.80,331.75,15,162,54174.00,
500354,RAJSH.SUGAR ,B ,Q,31.65,33.50,31.65,32.95,32.95,32.00,56,38737,1242271.00,
500355,RALLIS INDIA,A ,Q,234.45,234.85,230.60,231.75,231.35,234.45,358,9905,2302970.00,
500356,RAMANEWS    ,B ,Q,24.90,25.50,24.20,24.90,25.00,24.80,161,45400,1130985.00,
500357,RAMA PAPER  ,XT,Q,10.85,10.85,10.85,10.85,10.85,11.40,1,25,271.00,
500360,RAPICUT CARB,X ,Q,67.40,69.70,67.40,69.50,69.50,67.90,18,4812,331626.00,
500365,RMGALLOY    ,XT,Q,13.18,13.18,13.18,13.18,13.18,12.93,7,255,3360.00,
500366,ROLTA (I)   ,B ,Q,59.25,61.90,59.10,61.35,61.35,59.80,1865,322476,19635644.00,
500367,RUBFILA INT.,X ,Q,72.55,76.80,72.00,74.65,76.00,73.40,80,17894,1317218.00,
500368,RUCHI SOYA  ,B ,Q,16.95,17.30,16.55,17.20,17.15,16.80,187,56691,965924.00,
500370,SALORA INT. ,B ,Q,40.90,40.90,40.90,40.90,40.90,39.65,1,76,3108.00,
500372,SAMTEL COL  ,Z ,Q,0.39,0.39,0.39,0.39,0.39,0.39,1,100,39.00,
500378,JINDAL SAW  ,A ,Q,123.00,128.50,120.40,127.95,127.95,123.80,1634,259777,32472840.00,
500380,JK LAKSHMI  ,A ,Q,446.55,447.90,438.05,440.35,438.05,443.75,203,3099,1373356.00,
500387,SHREE CEMENT,A ,Q,16399.80,16749.60,16337.70,16622.75,16600.50,16434.30,269,557,9219570.00,
500390,REL INFRA   ,A ,Q,440.00,446.70,433.20,443.65,443.65,443.65,1915,165729,72793056.00,
500399,STEELCO GUJ.,X ,Q,6.10,6.90,6.10,6.71,6.90,6.51,20,4791,31719.00,
500400,TATA POWER  ,A ,Q,81.90,84.55,81.50,84.35,84.35,81.90,1372,277562,23101070.00,
500402,SPMLINFRA   ,B ,Q,97.00,99.05,94.30,97.15,97.15,95.30,102,4788,465689.00,
500403,SUNDARAM FAS,A ,Q,559.40,572.95,559.40,567.20,568.65,562.25,233,5366,3045176.00,
500404,SUNFLAG IRON,B ,Q,77.45,80.20,76.80,79.45,79.45,78.25,535,119436,9427159.00,
500405,SUPREME PET ,B ,Q,323.00,325.00,321.00,324.65,324.75,326.50,99,2910,942333.00,
500407,SWARAJ ENGIN,B ,Q,1994.45,2030.60,1981.05,2008.35,2010.00,1993.95,100,1037,2085986.00,
500408,TATA ELXSI  ,A ,Q,998.10,1007.85,994.60,1004.95,1004.95,1004.05,788,15557,15593884.00,
500410,ACC LTD     ,A ,Q,1538.25,1558.55,1538.25,1550.75,1549.90,1537.00,358,4046,6256852.00,
500411,THERMAX     ,A ,Q,1122.00,1160.00,1105.80,1135.65,1135.65,1125.55,206,2200,2456817.00,
500412,THIRUMALAI  ,B ,Q,1915.00,1985.40,1905.00,1970.50,1970.50,1906.55,1346,18663,36378340.00,
500413,THOMAS COOK ,B ,Q,284.90,284.90,277.65,279.05,277.65,285.90,426,19096,5356471.00,
500414,TIMEX GROUP ,XT,Q,45.20,46.45,45.00,46.10,46.10,45.30,35,27435,1256986.00,
500418,TOKYO PLAST ,B ,Q,88.00,91.50,84.35,89.90,89.60,88.50,66,749,66426.00,
500420,TORRENT PHAR,A ,Q,1268.70,1291.15,1268.70,1287.55,1285.80,1263.15,294,2502,3211005.00,
500422,TRANSCHEM   ,X ,Q,38.45,38.45,33.80,36.60,36.50,37.20,66,4553,163834.00,
500425,AMBUJA CEME ,A ,Q,238.15,242.45,238.15,240.75,240.00,240.70,550,46800,11262469.00,
500426,UTLINDS     ,XT,Q,8.05,8.55,8.05,8.19,8.55,8.20,40,12319,100330.00,
500429,UNIPHOS ENT.,B ,Q,83.05,86.00,83.00,85.80,85.70,82.60,20,3000,255127.00,
500439,VARD HOLDNG ,B ,Q,3800.00,4067.95,3712.25,3890.85,3855.50,3917.60,43,173,677019.00,
500440,HINDALCO    ,A ,Q,210.70,211.25,204.50,207.75,207.75,211.20,5624,1486820,308393441.00,
500444,WEST COAS PA,B ,Q,253.70,266.05,248.40,261.05,261.05,253.40,232,7247,1867747.00,
500449,HIND.ORG.CHM,B ,Q,23.70,25.10,23.70,25.00,25.00,23.95,211,51188,1272288.00,
500450,MPIL CORP L ,X ,Q,164.65,181.95,164.65,181.95,181.95,173.30,3,381,63596.00,
500456,PAS.ACRYLON ,X ,Q,25.30,25.80,24.55,25.40,25.50,25.30,189,50429,1282557.00,
500459,PROCTER &GAM,A ,Q,9413.85,9579.60,9350.00,9464.50,9434.00,9360.10,261,872,8219639.00,
500460,MUKAND LTD. ,B ,Q,62.10,64.95,61.65,64.50,64.30,61.85,218,56492,3545761.00,
500463,AGCNET      ,B ,Q,104.50,109.60,103.10,109.60,109.60,104.45,4,35,3659.00,
500464,UCAL FUEL   ,B ,Q,242.95,253.90,242.95,251.95,253.20,244.55,327,14638,3657888.00,
500467,HARR.MALAYAL,B ,Q,76.70,79.00,76.60,78.40,79.00,77.05,25,1493,115880.00,
500469,FEDERAL BANK,A ,Q,90.20,92.25,90.00,91.50,91.50,90.20,1996,3674315,331695586.00,
500470,TATA STEEL  ,A ,Q,575.00,585.45,569.00,579.50,579.50,578.55,9307,844122,487508853.00,
500472,SKF INDIA   ,A ,Q,1810.45,1844.50,1800.10,1811.95,1816.00,1791.75,180,1972,3578573.00,
500477,ASHOK LEYL. ,A ,Q,148.70,149.35,147.40,147.70,147.70,148.10,7348,2073710,306620375.00,
500480,CUMMINS (I) ,A ,Q,713.00,749.65,711.25,739.55,744.00,716.10,1084,25363,18505865.00,
500483,TATA COMM   ,A ,Q,637.45,655.15,636.70,651.70,649.75,636.15,687,24781,16154282.00,
500488,ABBOTT (I)  ,B ,Q,5545.00,5625.00,5520.00,5617.55,5590.95,5509.60,43,73,407427.00,
500490,BAJ HOLD INV,A ,Q,2631.95,2640.00,2606.30,2623.20,2622.10,2626.70,130,642,1685859.00,
500493,BHARAT FORGE,A ,Q,720.00,725.00,708.95,717.10,717.10,720.60,1192,49735,35597698.00,
500495,ESCORTS LTD.,A ,Q,882.80,893.80,872.20,884.40,884.40,883.20,4219,150535,133038822.00,
500500,HIND.MOTORS ,T ,Q,7.59,7.60,7.32,7.58,7.60,7.36,74,22802,171036.00,
500510,LARSEN & TOU,A ,Q,1335.00,1338.00,1317.40,1329.90,1329.90,1336.00,3385,96041,127370705.00,
500520,MAH & MAH   ,A ,Q,757.00,771.80,745.95,769.40,769.40,747.60,2901,1061202,811666550.00,
500530,BOSCH LTD   ,A ,Q,18677.00,19200.00,18542.00,19116.15,19116.15,18555.50,808,1716,32511014.00,
500540,PREMIER LTD ,B ,Q,22.90,23.35,21.80,22.20,22.20,21.80,145,8110,181243.00,
500547,BHARAT PET. ,A ,Q,425.90,429.85,424.65,425.95,425.30,423.05,1043,92332,39436317.00,
500550,SIEMENS LTD.,A ,Q,1098.80,1129.15,1095.05,1123.50,1126.00,1101.95,505,8064,9023285.00,
500570,TATA MOTORS ,A ,Q,339.35,344.70,337.45,343.35,343.35,338.80,7207,574172,196643333.00,
500575,VOLTAS LTD  ,A ,Q,640.80,653.25,629.95,647.75,647.75,638.30,2085,107255,68973870.00,
500620,GREAT EASTE ,A ,Q,329.45,331.00,327.00,329.00,329.50,328.75,140,4277,1404544.00,
